track_id,track_name,album_name,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
7JXxssBpAnroZOMR4vpOuc,Winds of Change,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,,,,,,,,,,,,,,,,,,
29jtZGdgpE2lWm2mkIt6HS,Mess Is Mine,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,,,,,,,,,,,,,,,,,,
4hjJBjxN6IT0sDyTGlo5tA,Wasted Time,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,,,,,,,,,,,,,,,,,,
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,,,,,,,,,,,,,,,,,,
55pbyBpxfZXq3vijkpu086,Who Am I,Dream Your Life Away,6rIbiUMmZJfqJRnXhVxFvg,,,,,,,,,,,,,,,,,,
2SnNaoNhMjC1WRMTWD8qTX,Mark My Words,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,,,,,,,,,,,,,,,,,,
0SNIAtRCPVVLoGEPcuHSIc,I'll Show You,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,,,,,,,,,,,,,,,,,,
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,,,,,,,,,,,,,,,,,,
09CtPGIpYB4BrO8qb1RGsF,Sorry,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,,,,,,,,,,,,,,,,,,
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,,,,,,,,,,,,,,,,,,
03j354P848KtNU2FVSwkDG,Real Life,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,,,,,,,,,,,,,,,,,,
1bAvtmTl0F9loyz9AwPwp7,Losers,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,,,,,,,,,,,,,,,,,,
1mhVXWduD8ReDwusfaHNwU,Tell Your Friends,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,,,,,,,,,,,,,,,,,,
4PhsKqMdgMEUSstTDAmMpg,Often,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,,,,,,,,,,,,,,,,,,
7fBv7CLKzipRk6EC6TWHOB,The Hills,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,,,,,,,,,,,,,,,,,,
1DlW1PeiL0QsA13dTCSQG7,Be Together,Peace Is The Mission : Extended,2U0b5MfkMUgzdvRUI69mya,,,,,,,,,,,,,,,,,,
2brlJDvGkO57WiBe2te5eO,Too Original,Peace Is The Mission : Extended,2U0b5MfkMUgzdvRUI69mya,,,,,,,,,,,,,,,,,,
0t7HKmZDWnOIRDVT9hqyuQ,Blaze Up The Fire,Peace Is The Mission : Extended,2U0b5MfkMUgzdvRUI69mya,,,,,,,,,,,,,,,,,,
01aTsQoKoeXofSTvKuunzv,Lean On,Peace Is The Mission : Extended,2U0b5MfkMUgzdvRUI69mya,,,,,,,,,,,,,,,,,,
3Q6T5Xwf39j9HTQwUZERMT,Powerful (feat. Ellie Goulding & Tarrus Riley),Peace Is The Mission : Extended,2U0b5MfkMUgzdvRUI69mya,,,,,,,,,,,,,,,,,,
21yo11TFsfpDtuYyCbqhZS,Intro (A86),Encore,02sEJTj1sye1JaqxqpcSCp,,,,,,,,,,,,,,,,,,
0g5EKLgdKvNlln7TNqBByK,Middle,Encore,02sEJTj1sye1JaqxqpcSCp,,,,,,,,,,,,,,,,,,
5GokpIAufFJxKqkJgRtdKD,Sahara,Encore,02sEJTj1sye1JaqxqpcSCp,,,,,,,,,,,,,,,,,,
6NsxPxFzZ18TKBcTgxX3dh,Sober,Encore,02sEJTj1sye1JaqxqpcSCp,,,,,,,,,,,,,,,,,,
6GTxdh4FiA8XyCLFK1vvgG,Pigalle,Encore,02sEJTj1sye1JaqxqpcSCp,,,,,,,,,,,,,,,,,,
0zLCBJZSiELJf02ucPP9wb,Roses - Imanbek Remix,Roses (Imanbek Remix),3GqSdhWjmMypMwPLtzoFYs,,,,,,,,,,,,,,,,,,
0dlxqODS4xOn7pwjKXZZuc,Ten Thousand Hours,The Heist,76FXHQhTuT4QMIxfL09gX8,,,,,,,,,,,,,,,,,,
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),The Heist,76FXHQhTuT4QMIxfL09gX8,,,,,,,,,,,,,,,,,,
37rKwjBHaZurlyPYy3Nqvz,Thrift Shop (feat. Wanz),The Heist,76FXHQhTuT4QMIxfL09gX8,,,,,,,,,,,,,,,,,,
7kugTkQLsvtjM7esCEI8Ee,Thin Line (feat. Buffalo Madonna),The Heist,76FXHQhTuT4QMIxfL09gX8,,,,,,,,,,,,,,,,,,
01uqI4H13Gsd8Lyl1EYd8H,Same Love (feat. Mary Lambert),The Heist,76FXHQhTuT4QMIxfL09gX8,,,,,,,,,,,,,,,,,,
6SRsiMl7w1USE4mFqrOhHC,brutal,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
5wANPM4fQCJwkGd4rN57mH,drivers license,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
6HU7h9RYOaPRFeh0R3UeAr,deja vu,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
3fpVWegR6YOS1Yk5HSMYIq,Paranoid,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,,,,,,,,,,,,,,,,,,
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,,,,,,,,,,,,,,,,,,
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,,,,,,,,,,,,,,,,,,
5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,,,,,,,,,,,,,,,,,,
5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,,,,,,,,,,,,,,,,,,
5BoOzegGrg5XFRR8UBDtkF,Broken Whiskey Glass,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,,,,,,,,,,,,,,,,,,
02opp1cycqiFNDpLd2o1J3,Big Lie,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,,,,,,,,,,,,,,,,,,
0H8XeaJunhvpBdBFIYi6Sh,Deja Vu,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,,,,,,,,,,,,,,,,,,
6M0IsaUX4GNyto4niSegfI,No Option,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,,,,,,,,,,,,,,,,,,
1QWmKmqhv5zcsS3v45FNl0,Cold,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,,,,,,,,,,,,,,,,,,
7dcmZskqXONZuIuqGRLJ1C,Intro,Different World,3nzuGtN3nXARvvecier4K0,,,,,,,,,,,,,,,,,,
0lG6QM1jjbbX5UUn3DPmrZ,Lost Control,Different World,3nzuGtN3nXARvvecier4K0,,,,,,,,,,,,,,,,,,
7kVDkZkZc8qBUBsF6klUoY,I Don't Wanna Go,Different World,3nzuGtN3nXARvvecier4K0,,,,,,,,,,,,,,,,,,
0lks2Kt9veMOFEAPN0fsqN,Lily,Different World,3nzuGtN3nXARvvecier4K0,,,,,,,,,,,,,,,,,,
6HMT7AzGA5wmn5m2t1BuZR,Lonely (feat. ISÁK & Omar Noir),Different World,3nzuGtN3nXARvvecier4K0,,,,,,,,,,,,,,,,,,
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),7GEzhoTiqcPYkOprWQu581,,,,,,,,,,,,,,,,,,
3bBknFVxhFjBIFX91HcneQ,There's Nothing Holdin' Me Back,Illuminate,1ne2D0NxoGyZd31gAM4HNd,,,,,,,,,,,,,,,,,,
6rKr29yPKnQNhOxXMYvE9Y,Ruin,Illuminate,1ne2D0NxoGyZd31gAM4HNd,,,,,,,,,,,,,,,,,,
6EKvI1Beyh29HJoLJOdfw2,Mercy,Illuminate,1ne2D0NxoGyZd31gAM4HNd,,,,,,,,,,,,,,,,,,
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,Illuminate,1ne2D0NxoGyZd31gAM4HNd,,,,,,,,,,,,,,,,,,
1vfLwrJnjFAVo9wE78zKYs,Three Empty Words,Illuminate,1ne2D0NxoGyZd31gAM4HNd,,,,,,,,,,,,,,,,,,
6SRsiMl7w1USE4mFqrOhHC,brutal,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
5wANPM4fQCJwkGd4rN57mH,drivers license,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
6HU7h9RYOaPRFeh0R3UeAr,deja vu,SOUR,6s84u2TUpR3wdUv4NgKA2j,,,,,,,,,,,,,,,,,,
5XX9oGZfgKMXdHnEp4t2JB,Money On My Mind,In The Lonely Hour,08jWgM4vSkTose4blKBWov,,,,,,,,,,,,,,,,,,
6zHecELSAUYPCmYY8qHuOy,Good Thing,In The Lonely Hour,08jWgM4vSkTose4blKBWov,,,,,,,,,,,,,,,,,,
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,In The Lonely Hour,08jWgM4vSkTose4blKBWov,,,,,,,,,,,,,,,,,,
3b5LW3nS3WFQyS1e8ajGJN,Leave Your Lover,In The Lonely Hour,08jWgM4vSkTose4blKBWov,,,,,,,,,,,,,,,,,,
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,In The Lonely Hour,08jWgM4vSkTose4blKBWov,,,,,,,,,,,,,,,,,,
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,Don't Let Me Down,2SByipSK8eZ2pasaIwwzhf,,,,,,,,,,,,,,,,,,
5p7ujcrUXASCNwRaWNHR1C,Without Me,Without Me,0zzrCTzvL4ZmR42xF46Afm,,,,,,,,,,,,,,,,,,
5Aa7RD4Pdp14vII8SVsrSS,"At Night, Alone.","At Night, Alone.",6Phl1V5P0sPrWJytXHGFeO,,,,,,,,,,,,,,,,,,
7zzoxJbgjme3366mOp5UnH,I Took A Pill In Ibiza,"At Night, Alone.",6Phl1V5P0sPrWJytXHGFeO,,,,,,,,,,,,,,,,,,
5PW6M2W3QfmPY9F5eMLR0C,Not That Simple,"At Night, Alone.",6Phl1V5P0sPrWJytXHGFeO,,,,,,,,,,,,,,,,,,
1h4oQvTG0wZcW1afwjMHjV,Be As You Are,"At Night, Alone.",6Phl1V5P0sPrWJytXHGFeO,,,,,,,,,,,,,,,,,,
4OubRAjuXv4J6A3nymzSN1,In The Arms Of A Stranger,"At Night, Alone.",6Phl1V5P0sPrWJytXHGFeO,,,,,,,,,,,,,,,,,,
4Dvkj6JhhA12EX05fT7y2e,As It Was,As It Was,2pqdSWeJVsXAhHFuVLzuA8,,,,,,,,,,,,,,,,,,
41RffU6OSMWONC8uTjyude,Uptown's First Finale (feat. Stevie Wonder & Andrew Wyatt),Uptown Special,3vLaOYCNCzngDf8QdBg2V1,,,,,,,,,,,,,,,,,,
3hoh1AoKwuC3VZ8CYj6YA9,Summer Breaking (feat. Kevin Parker),Uptown Special,3vLaOYCNCzngDf8QdBg2V1,,,,,,,,,,,,,,,,,,
2ENBaEOC0Jgi2au9Jt7y7d,Feel Right (feat. Mystikal),Uptown Special,3vLaOYCNCzngDf8QdBg2V1,,,,,,,,,,,,,,,,,,
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Uptown Special,3vLaOYCNCzngDf8QdBg2V1,,,,,,,,,,,,,,,,,,
2VNSUMHI1R3B6wVV8P7ZlG,I Can't Lose (feat. Keyone Starr),Uptown Special,3vLaOYCNCzngDf8QdBg2V1,,,,,,,,,,,,,,,,,,
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,,,,,,,,,,,,,,,,,,
4cktbXiXOapiLBMprHFErI,Memories,Memories,3nR9B40hYLKLcR0Eph3Goc,,,,,,,,,,,,,,,,,,
39LmTF9RgyakzSYX8txrow,imagine,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,,,,,,,,,,,,,,,,,,
1TEL6MlSSVLSdhOSddidlJ,needy,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,,,,,,,,,,,,,,,,,,
4uTvPEr01pjTbZgl7jcKBD,NASA,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,,,,,,,,,,,,,,,,,,
2hloaUoRonYssMuqLCBLTX,bloodline,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,,,,,,,,,,,,,,,,,,
3wFLWP0FcIqHK1wb1CPthQ,fake smile,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw,,,,,,,,,,,,,,,,,,
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,,,,,,,,,,,,,,,,,,
4K1vOdIFqskQv3zoI0FdAk,Say It First,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,,,,,,,,,,,,,,,,,,
01uk7IzZyFNfQTDBXxx6NB,One Last Song,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,,,,,,,,,,,,,,,,,,
1A85fOmviQuGgkF6Lww6Nd,Midnight Train,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,,,,,,,,,,,,,,,,,,
2mb6YdoavL6db22p7XKJQZ,Burning,The Thrill Of It All (Special Edition),3TJz2UBNYJtlEly0sPeNrQ,,,,,,,,,,,,,,,,,,
60eVCXFCuw1WYswBuNZc4H,Jenny Was A Friend Of Mine,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,,,,,,,,,,,,,,,,,,
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,,,,,,,,,,,,,,,,,,
3KANrKOFYyAxfjQJHkgBdb,Smile Like You Mean It,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,,,,,,,,,,,,,,,,,,
6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,,,,,,,,,,,,,,,,,,
5vollujufHY0jMZxx77VWr,All These Things That I've Done,Hot Fuss,1ujPmNlTMp41h4EG6OOBGR,,,,,,,,,,,,,,,,,,
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),622NFw5Yk0OReMJ2XWcXUh,,,,,,,,,,,,,,,,,,
4G8gkOterJn0Ywt6uhqbhp,Radioactive,Night Visions,6nxDQi0FeEwccEPJeNySoS,,,,,,,,,,,,,,,,,,
3dw0A0cbqT6Oy2V8KfGwIT,Tiptoe,Night Visions,6nxDQi0FeEwccEPJeNySoS,,,,,,,,,,,,,,,,,,
6BtmXhTJMM9sBTHeYYASGz,It's Time,Night Visions,6nxDQi0FeEwccEPJeNySoS,,,,,,,,,,,,,,,,,,
3LlAyCYU26dvFZBDUIMb7a,Demons,Night Visions,6nxDQi0FeEwccEPJeNySoS,,,,,,,,,,,,,,,,,,
6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,Night Visions,6nxDQi0FeEwccEPJeNySoS,,,,,,,,,,,,,,,,,,
757lWi81eSRf0wYT42eu5e,ShadyXV,SHADYXV,3CjuTytLZz3G9znXt2rJgU,,,,,,,,,,,,,,,,,,
41waH7ObCldjMZ90i6HY3A,Psychopath Killer,SHADYXV,3CjuTytLZz3G9znXt2rJgU,,,,,,,,,,,,,,,,,,
2gsWiAyssTMQS31PJ2Ih1K,Die Alone,SHADYXV,3CjuTytLZz3G9znXt2rJgU,,,,,,,,,,,,,,,,,,
0IG21pqbOajmplCfaWNJua,Vegas,SHADYXV,3CjuTytLZz3G9znXt2rJgU,,,,,,,,,,,,,,,,,,
7l3sjaDdNLDZ8paYkwgIot,Y'all Ready Know,SHADYXV,3CjuTytLZz3G9znXt2rJgU,,,,,,,,,,,,,,,,,,
0mtdxzBRDbueLFpiwpbHKO,Sola,VIDA,5C0YLr4OoRGFDaqdMQmkeH,,,,,,,,,,,,,,,,,,
4v4pC1y5UI5oHdcluJIJs8,Apaga La Luz,VIDA,5C0YLr4OoRGFDaqdMQmkeH,,,,,,,,,,,,,,,,,,
0oBLtIumLel0ODRz09MIbV,Le Pido Al Cielo,VIDA,5C0YLr4OoRGFDaqdMQmkeH,,,,,,,,,,,,,,,,,,
4cuGZb0iFyHtwaSKdKrJkF,Imposible,VIDA,5C0YLr4OoRGFDaqdMQmkeH,,,,,,,,,,,,,,,,,,
1s2VGd7q3D3UA3vuaHI7rw,Poco A Poco,VIDA,5C0YLr4OoRGFDaqdMQmkeH,,,,,,,,,,,,,,,,,,
38mQZ5tZ6IylQaJCCF90ox,The Top,El Dorado,270o30h7cAlEhBnbuSpFZq,,,,,,,,,,,,,,,,,,
3JVTsvTldB6arHVlmxmTnM,Company (feat. Future),El Dorado,270o30h7cAlEhBnbuSpFZq,,,,,,,,,,,,,,,,,,
5x4zsks09ZXriL8IFUExJe,Love Or Lust,El Dorado,270o30h7cAlEhBnbuSpFZq,,,,,,,,,,,,,,,,,,
3DwtzjXAKk8zS3tbdJHOsK,Outta Pocket,El Dorado,270o30h7cAlEhBnbuSpFZq,,,,,,,,,,,,,,,,,,
6MGRweoLPBAaPcXTMpMWsA,Coco (feat. DaBaby),El Dorado,270o30h7cAlEhBnbuSpFZq,,,,,,,,,,,,,,,,,,
3mC8VlVBwdVxCTq4cYZr64,Future Nostalgia,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,,,,,,,,,,,,,,,,,,
1AVtceapuF36oZqI9gzp0o,Don't Start Now,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,,,,,,,,,,,,,,,,,,
4GE0As8SVSjCMVYkRaaWwJ,Cool,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,,,,,,,,,,,,,,,,,,
7toYVidBIpAmM8Ife3LGrP,Physical,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,,,,,,,,,,,,,,,,,,
1dI77VhaLcQSgQLSnIs03D,Levitating,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,,,,,,,,,,,,,,,,,,
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),2Hjcfw8zHN4dJDZJGOzLd6,,,,,,,,,,,,,,,,,,
7JvmJDDMZMvWaWARsWK9Da,MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION,MONTERO (Call Me By Your Name),2Hjcfw8zHN4dJDZJGOzLd6,,,,,,,,,,,,,,,,,,
5E7yANAV3VdP9phPEHoSw1,MONTERO (Call Me By Your Name) - But Lil Nas X Is Silent The Entire Time,MONTERO (Call Me By Your Name),2Hjcfw8zHN4dJDZJGOzLd6,,,,,,,,,,,,,,,,,,
0lI3C7jXLDY88pQPRjUCLR,Whiskey Eyes,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,,,,,,,,,,,,,,,,,,
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,,,,,,,,,,,,,,,,,,
5paFScPOaRDDlQu6gzHzeL,Trippin,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,,,,,,,,,,,,,,,,,,
1vVNlXi8gf8tZ7OhnEs4VE,A Lie,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,,,,,,,,,,,,,,,,,,
58wSQNRC9QE70EkDF2BEtm,Jump,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,,,,,,,,,,,,,,,,,,
47EiUVwUp4C9fGccaPuUCS,DÁKITI,DÁKITI,43dl8hP5uNN9s6YeeJA5fv,,,,,,,,,,,,,,,,,,
2aOPvzjpMwikBgngKcxsA9,Introduction (instructions),?,2Ti79nwTsont5ZHfdxIzAm,,,,,,,,,,,,,,,,,,
2oe6dDthgthqUkfL3czpEd,"ALONE, PART 3",?,2Ti79nwTsont5ZHfdxIzAm,,,,,,,,,,,,,,,,,,
0JP9xo3adEtGSdUEISiszL,Moonlight,?,2Ti79nwTsont5ZHfdxIzAm,,,,,,,,,,,,,,,,,,
3ee8Jmje8o58CHK66QrVC2,SAD!,?,2Ti79nwTsont5ZHfdxIzAm,,,,,,,,,,,,,,,,,,
4UKCKdYiLN6IMA5ZESUTL7,the remedy for a broken heart (why am I so in love),?,2Ti79nwTsont5ZHfdxIzAm,,,,,,,,,,,,,,,,,,
7AOtINPzQ4N4JVXk7ygZZz,Intro,Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,,,,,,,,,,,,,,,,,,
0nbXyq5TXYPCO7pr3N8S4I,The Box,Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,,,,,,,,,,,,,,,,,,
7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me (feat. Gunna),Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,,,,,,,,,,,,,,,,,,
6kiIVIbmwEw6JvIZc7UG0E,Perfect Time,Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,,,,,,,,,,,,,,,,,,
33NoCir8q4WA4HNmyrD3fu,Moonwalkin (feat. Lil Durk),Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,,,,,,,,,,,,,,,,,,
5FVbvttjEvQ8r2BgUcJgNg,Life Goes On,BE,2qehskW9lYGWfYb0xPZkrS,,,,,,,,,,,,,,,,,,
1NHl9g36Ebu3g16y0vtUNV,Fly To My Room,BE,2qehskW9lYGWfYb0xPZkrS,,,,,,,,,,,,,,,,,,
7Ki0hse0IfXEcXUlpyECbJ,Blue & Grey,BE,2qehskW9lYGWfYb0xPZkrS,,,,,,,,,,,,,,,,,,
16SFlxZd0oH4YA7KvCQlsG,Skit,BE,2qehskW9lYGWfYb0xPZkrS,,,,,,,,,,,,,,,,,,
6Fnvi5QnVkTskSzeRvvQds,Telepathy,BE,2qehskW9lYGWfYb0xPZkrS,,,,,,,,,,,,,,,,,,
4bQHPFjRT6O1KdMCd4cD9u,Rock 'n' Roll Star - Remastered,Stop the Clocks,6lcZGrrlTM7c276ZTWh9Sx,,,,,,,,,,,,,,,,,,
1xxPQaR29dAf3yxaafByeD,Some Might Say - Remastered,Stop the Clocks,6lcZGrrlTM7c276ZTWh9Sx,,,,,,,,,,,,,,,,,,
2LNV0347QKt4AHxRSfCBij,Talk Tonight - Remastered,Stop the Clocks,6lcZGrrlTM7c276ZTWh9Sx,,,,,,,,,,,,,,,,,,
1XYLtiNehOF8D5NmlQknpI,Lyla,Stop the Clocks,6lcZGrrlTM7c276ZTWh9Sx,,,,,,,,,,,,,,,,,,
2RUfZnDBLgXeO2A1XOj0ss,The Importance Of Being Idle,Stop the Clocks,6lcZGrrlTM7c276ZTWh9Sx,,,,,,,,,,,,,,,,,,
6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,4PgleR09JVnm3zY1fW3XBA,,,,,,,,,,,,,,,,,,
0mBKv9DkYfQHjdMcw2jdyI,Chunky,24K Magic,4PgleR09JVnm3zY1fW3XBA,,,,,,,,,,,,,,,,,,
1I6pKIyaBp4OebTGLJpCCC,Perm,24K Magic,4PgleR09JVnm3zY1fW3XBA,,,,,,,,,,,,,,,,,,
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,24K Magic,4PgleR09JVnm3zY1fW3XBA,,,,,,,,,,,,,,,,,,
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,24K Magic,4PgleR09JVnm3zY1fW3XBA,,,,,,,,,,,,,,,,,,
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,AM,78bpIziExqiI9qztvNFlQu,,,,,,,,,,,,,,,,,,
2AT8iROs4FQueDv2c8q2KE,R U Mine?,AM,78bpIziExqiI9qztvNFlQu,,,,,,,,,,,,,,,,,,
6wNUBZNWFxdUGof6vkaykE,One For The Road,AM,78bpIziExqiI9qztvNFlQu,,,,,,,,,,,,,,,,,,
7nzsY8vlnKdvGOEE0rjAXZ,Arabella,AM,78bpIziExqiI9qztvNFlQu,,,,,,,,,,,,,,,,,,
1j9rezdE3YeC7yktZXC1em,I Want It All,AM,78bpIziExqiI9qztvNFlQu,,,,,,,,,,,,,,,,,,
6MowG7MRVgPfGlCMsXKMJ2,Bird Set Free,This Is Acting,77jAfTh3KH9K2reMOmTgOh,,,,,,,,,,,,,,,,,,
25R5Tdr4K7ENb6umHzdCXn,Alive,This Is Acting,77jAfTh3KH9K2reMOmTgOh,,,,,,,,,,,,,,,,,,
1CGFyZ5fSRo0DhIJOLdHVM,One Million Bullets,This Is Acting,77jAfTh3KH9K2reMOmTgOh,,,,,,,,,,,,,,,,,,
73Mfgc0HTZeNCoNrDI46sJ,Move Your Body,This Is Acting,77jAfTh3KH9K2reMOmTgOh,,,,,,,,,,,,,,,,,,
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,This Is Acting,77jAfTh3KH9K2reMOmTgOh,,,,,,,,,,,,,,,,,,
14hJ5tc1VCFMWhVn9axRTC,Life Of The Party,Handwritten,0CnQ0JQajNswRjPkNYVG8m,,,,,,,,,,,,,,,,,,
5jsw9uXEGuKyJzs0boZ1bT,Stitches,Handwritten,0CnQ0JQajNswRjPkNYVG8m,,,,,,,,,,,,,,,,,,
4LWIp8HAFxpfg37mnxHqCS,Never Be Alone,Handwritten,0CnQ0JQajNswRjPkNYVG8m,,,,,,,,,,,,,,,,,,
4Iz171BOalhbOxdlodJSJD,Kid In Love,Handwritten,0CnQ0JQajNswRjPkNYVG8m,,,,,,,,,,,,,,,,,,
1oiwANJpaXZxYkwvLWor4f,I Don't Even Know Your Name,Handwritten,0CnQ0JQajNswRjPkNYVG8m,,,,,,,,,,,,,,,,,,
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,,,,,,,,,,,,,,,,,,
7FUXL9fOmUeZFGXvL5cYkR,Ruin,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,,,,,,,,,,,,,,,,,,
0AS63m1wHv9n4VVRizK6Hc,Mercy,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,,,,,,,,,,,,,,,,,,
48DKpTEVJ2pAjxQbWTad3q,Treat You Better,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,,,,,,,,,,,,,,,,,,
1Tt5Leqvv6OawH2jth05Rw,Three Empty Words,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,,,,,,,,,,,,,,,,,,
